 -5233  -1600
  -7453   6295
   3657   3286
  -2500  -4229
   2632   4256
  -1901  -3425
   2085  -3646
  -7837  -8090
   6727  -2053
   4924  -1032
   4028  -3207
   5131  -3427
  -1912  -4218
   1923   7155
   1236   5901
    493  -1684
  -3685   -336
  -4117   1065
   -792   -170
  -4461  -3771
   4988   8025
   7964  -5184
  -7701   5925
    584  -7658
  -6766  -2753
   4949   4075
   8014   2365
  -7095  -5419
   7198   7409
  -7895    709
   3012  -4073
   4649   1287
    559   6807
   6315   6481
   6537   -287
   2063   -938
  -5933  -3084
  -4624  -7286
  -5208   4158
  -7507  -6030
  -6440  -2361
   1908  -1706
   7203   6315
  -2385  -7843
  -1465   5636
   7937  -3473
   7299  -4089
   2893   -190
   8000   3752
   4372  -4872
  -2676  -4649
   2659   7803
  -4192   1528
  -3350  -3207
   2953   7664
    456   6488
  -1448  -5078
   1682  -8163
   4105   3470
   1369   6026
    850  -6253
   1369  -7554
    195   1609
  -6839   1710
   3597    269
   8129  -8069
  -2383   3095
   7722   7309
  -2516   6119
   6333  -6336
   -742  -2383
  -1419  -4228
  -4626    989
  -6133   1848
  -3130  -3264
   3704   4885
   4635   4843
   3175   4605
  -8031  -2440
   5623  -7302
   6919   3419
   4439   8076
  -7493  -5529
  -1995  -6331
   3348   6765
   3760   -301
  -4518   5764
  -3784   5079
   2835  -5133
   -370  -4142
   2028  -7305
  -4318   1785
  -5290   4542
   5401    181
   4373  -7738
   7118   8034
  -6424     15
  -5206  -2753
  -6569  -5343
   -168   2058
  -5025   1230
   6486   4112
  -6569  -5677
  -7468  -2347
    939  -5834
   4466   5744
  -3081  -2656
  -5260  -3683
  -2639  -8094
  -4749   4947
    166    -43
   6658    621
   2112   6076
  -6528   3652
  -1789   2754
  -7298  -5262
     20    826
  -1120   7535
   8152   1573
   5105   5057
   -234   7940
   6462   6324
  -5938  -4688
  -1802  -7625
   7002   -802
   6840  -7966
   3500   -431
   1939   7391
  -2567  -4114
   7145  -1861
  -6148  -1123
   3778   5421
   2399   5318
   5459   -770
  -1666  -1957
   4093   6977
   5492   3946
  -2908   3893
    855   7323
   7850    165
    808   4782
  -2778   -784
   1957   5721
  -2283  -1795
   4203   3906
  -1412   7807
   -125    382
   3191  -1148
   7746  -4797
  -2821  -2892
   5536  -6377
   3916  -2045
   7441  -2787
  -7670  -2586
  -2344   5195
   2666    519
  -3580    345
  -4417   4494
   3459  -6223
   2041   2055
   1485  -2513
   2629  -2710
  -7413   1222
  -2479   5962
   -797  -4939
  -4244   2825
   3522   6585
   5836  -4929
  -3580  -3305
   3786    -56
  -5934   6388
   5518     22
  -5921  -3654
   1445    556
  -2193   1217
   5026  -1430
     62  -7950
   -170   3321
   6179    110
  -2407  -1945
   -828  -7126
   7593  -2318
  -7499  -4354
   7749  -4858
  -5093   5142
   2738  -1745
   1416  -7314
   2869  -2047
  -2278   4506
   1971  -5484
   5099   6754
  -7876  -2961
  -6817  -2789
   7780  -4846
   2480   4377
  -4404  -7046
  -1582   7373
  -6192  -5600
  -3795  -3500
  -3967   3065
  -2759  -5879
  -5698    198
  -2490   3627
  -6200   7027
   6294   3804
  -6649   4093
   7047  -1517
  -1653  -4269
  -7414    343
  -2583  -4603
   3866   5611
   4828   2668
    737   5181
   3050   4815
   6449   -506
  -7295  -3122
  -3217   3072
  -7436   7977
  -4989   4423
   3606   5399
   3633   3377
   6191   1562
   1351   4142
  -7035    -55
   6926   5982
   4921  -7076
  -3507   7677
    715  -6574
   7942    771
   3534  -1589
   5554  -6439
  -1093   3674
   -480   1862
    995   4637
  -3783   1093
   4080   5101
     63   1258
   2405   7276
  -3149   6086
  -5919    125
   -400   4732
  -2254   -442
   4720   5387
   4591  -2908
   2761   7801
  -6005  -3634
  -7839  -6998
    979   4116
  -3262   5426
   7200   6920
   7880  -2834
  -3496   4982
   4929    628
   6491   -601
   1598   5255
   6291   7405
   7271  -6941
    805   3420
   3742  -4343
   1258  -1655
  -7767  -3799
   -876   5449
   2398   8115
    347   2454
  -2092   3343
   7162   7082
   5399   3075
   5719   1121
  -2088  -1952
   1527   2205
   6103  -2242
   7101  -1513
   2761  -2152
  -4804   -518
   2520     55
  -7012   6725
  -1528  -4810
   2734  -2644
   7107   1214
   5096   -214
   -253  -3896
   4207   1304
  -1357   6199
   7729  -7193
   7994   -969
   5967  -6811
  -1821   1037
   -743    643
  -4150   4392
   4660  -4374
   6273   1431
   6778   -671
    955   5915
   1620   2636
  -5753  -2394
   6550  -2504
   -813  -4035
  -4823   7413
   6548  -3307
   4302  -5596
   6268  -2272
  -3522   3958
   2838   3373
   2692   3290
  -6180  -8090
  -1517  -2060
  -3682   6579
   3550  -2976
  -3549   1591
   6492  -3312
   5351  -6143
  -1802  -1829
    -33   5205
   3193   7884
   5478   5931
   1795  -6819
   1224  -2659
  -2850  -4324
   -714  -2984
   3503   7937
   6298    791
   3618   4084
  -7886   5601
   2863  -5458
  -1007   6604
  -1019  -6470
  -6274   4015
   5156   3758
  -2869   3562
  -4159  -6006
  -2577   -888
  -2036    145
    763    500
   1014   5894
  -1708   2911
  -1668   5012
    252    512
   2582   7469
   7389  -7100
   3643    680
  -1637  -3578
   5436   -312
  -5991   3030
  -7201  -4780
  -6812   1772
  -5507  -2847
  -2879   6240
  -3248  -6006
  -8001  -6514
    654   7523
  -6629  -5687
  -5793  -5694
   2149  -5642
   5886  -6723
   7770   -747
   1161   2768
   8140   5427
    877   4755
    254   3484
  -2774   -449
  -1147   3418
   -135   7505
  -7028     94
   6353  -3194
  -7133   4747
  -1046  -4319
   5351  -4352
  -1728   -578
   1859   1956
   5221   1891
   6328  -6183
   7063  -6164
  -5066  -3531
  -3956   3864
   6518  -1453
   1529   5390
     63   7129
   1848  -1654
   5232  -7337
    522   1166
  -4881   4057
   -754  -2945
  -1180   -116
   7636  -4561
   1968   7197
   3201   -289
   3606    655
  -2508  -4570
    278  -6620
    929  -7206
  -5628   5235
   1016   4448
   3192  -4986
  -1206   6475
   5508   3020
   3791   2570
  -2294   8034
   -750  -7640
  -1861  -1241
   4515   -163
   3837   1367
  -1141  -6829
   3174   2624
   7294  -7335
   4657    932
   3369   3474
  -6402   -198
  -1803   1928
   1489  -4688
   -665   2386
  -7368  -1956
  -4445  -6493
   5475  -2008
  -7936  -3885
   5959  -4239
  -6914   2015
   2770    377
      3  -1422
  -4620  -4625
   1172   5875
  -6190   5915
   2804  -3540
   1632   1892
  -7274   4579
  -7269   7452
  -5694   6875
  -7872  -1887
  -1060  -5526
   5443   4862
   1924  -6327
    330  -5590
   5964  -2362
  -6591   5698
   6687   1357
  -6421   1413
    278   6976
  -5848   1229
    973  -8029
  -8117   5069
   4369   1784
   5713   -330
   6829  -3793
   7978  -3963
     84   -311
  -3745  -4468
  -6541  -7397
    129  -5418
   1404  -3959
   4307  -4949
  -6832   1732
   2648   5303
    278   5089
  -5391   4952
   7185   3411
   1482   5888
   -972   4604
   7241  -4853
   2555   8083
   -787  -6658
   5566   2468
    535  -4667
    883  -4197
   2948  -2627
  -2176  -4949
  -4271    112
   1293   7386
   6011  -1727
  -1527   1384
  -6347   1746
   -921   3516
  -3275  -1613
  -1616   5878
   5462   6888
  -1580   4110
  -1798  -3513
